,location,total_sqft,bath,price,bhk
528,Babusapalaya,1061.0,2.0,34.0,2
529,Babusapalaya,1245.0,2.0,58.0,2
530,Badavala Nagar,1494.0,2.0,94.55,3
531,Badavala Nagar,1274.0,2.0,81.0,2
532,Badavala Nagar,1842.0,3.0,115.0,3
533,Badavala Nagar,1494.0,2.0,94.55,3
534,Badavala Nagar,1274.0,2.0,81.0,2
535,Badavala Nagar,1494.0,2.0,94.55,3
536,Badavala Nagar,1842.0,3.0,115.0,3
537,Badavala Nagar,1842.0,3.0,115.0,3
538,Badavala Nagar,1842.0,3.0,115.0,3
539,Balagere,1210.0,2.0,80.9,2
540,Balagere,1210.0,2.0,72.0,2
541,Balagere,1205.0,2.0,78.5,2
542,Balagere,790.0,1.0,41.9,1
543,Balagere,1145.0,2.0,65.0,2
544,Balagere,1012.0,2.0,54.59,2
545,Balagere,1020.07,2.0,68.38,2
546,Balagere,1205.47,2.0,81.0,2
547,Balagere,1007.0,2.0,65.0,2
548,Balagere,1205.0,2.0,70.0,2
549,Balagere,1210.0,2.0,74.0,2
550,Balagere,1210.0,2.0,83.0,2
551,Balagere,675.0,1.0,45.0,1
552,Balagere,656.0,1.0,43.0,1
553,Balagere,1012.0,2.0,54.59,2
554,Balagere,1012.0,2.0,64.0,2
555,Balagere,1007.0,2.0,62.0,2
556,Balagere,1007.0,2.0,67.0,2
557,Balagere,1007.0,2.0,66.0,2
558,Balagere,1205.0,2.0,63.86,2
559,Balagere,1012.0,2.0,53.58,2
560,Balagere,645.0,1.0,34.18,1
561,Balagere,1007.0,2.0,53.0,2
562,Balagere,1210.0,2.0,69.0,2
563,Balagere,790.0,1.0,42.295,1
564,Balagere,1012.0,2.0,65.0,2
565,Balagere,656.0,1.0,38.77,1
566,Balagere,645.0,1.0,39.0,1
567,Balagere,645.0,1.0,41.0,1
568,Balagere,1210.0,2.0,82.0,2
569,Balagere,656.0,1.0,34.77,1
570,Balagere,1205.0,2.0,73.87,2
571,Balagere,1012.0,2.0,70.0,2
572,Balagere,1007.0,2.0,68.0,2
573,Balagere,1205.0,2.0,67.0,2
574,Balagere,1205.0,2.0,79.0,2
575,Balagere,1012.0,2.0,68.0,2
576,Banashankari,1200.0,2.0,42.0,3
577,Banashankari,1077.0,2.0,37.64,2
578,Banashankari,1470.0,2.0,88.64,3
579,Banashankari,1300.0,2.0,75.0,3
580,Banashankari,1800.0,3.0,115.0,3
581,Banashankari,1125.0,2.0,63.0,2
582,Banashankari,1340.0,2.0,53.6,3
583,Banashankari,1310.0,2.0,80.0,2
584,Banashankari,2600.0,4.0,135.0,3
585,Banashankari,1900.0,2.0,170.0,3
586,Banashankari,1260.0,2.0,75.0,2
587,Banashankari,1170.0,2.0,46.79,2
588,Banashankari,2500.0,4.0,95.0,4
589,Banashankari,1350.0,2.0,83.0,3
590,Banashankari,1425.0,3.0,49.88,3
591,Banashankari,1330.0,2.0,78.0,2
592,Banashankari,1400.0,2.0,78.0,3
593,Banashankari,1700.0,3.0,125.0,3
594,Banashankari,1020.0,2.0,40.79,2
595,Banashankari,1600.0,2.0,63.98,2
596,Banashankari,1041.0,2.0,36.44,2
597,Banashankari,2400.0,1.0,200.0,1
598,Banashankari,1390.0,2.0,86.0,2
599,Banashankari,1460.0,2.0,70.0,2
600,Banashankari,1200.0,2.0,60.0,2
601,Banashankari,1290.0,2.0,80.0,2
602,Banashankari,2582.0,5.0,250.0,3
603,Banashankari,1186.0,2.0,65.0,2
604,Banashankari,1650.0,3.0,101.0,3
605,Banashankari,1300.0,2.0,55.0,3
606,Banashankari,1181.0,2.0,75.0,2
607,Banashankari,1105.0,2.0,90.0,2
608,Banashankari,720.0,1.0,60.0,1
609,Banashankari,1040.0,2.0,45.0,2
610,Banashankari,1330.0,2.0,77.0,2
611,Banashankari,1200.0,2.0,49.0,2
612,Banashankari,1185.0,2.0,67.0,2
613,Banashankari,1000.0,2.0,50.0,2
614,Banashankari,1650.0,3.0,90.75,3
615,Banashankari,1650.0,3.0,101.0,3
616,Banashankari,1310.0,2.0,80.43,2
617,Banashankari,600.0,1.0,27.0,2
618,Banashankari,1430.0,2.0,87.8,2
619,Banashankari,1020.0,2.0,42.83,2
620,Banashankari,1372.0,2.0,48.02,3
621,Banashankari,1540.0,3.0,80.0,3
622,Banashankari,1195.0,2.0,35.84,2
623,Banashankari,1683.0,3.0,115.0,3
624,Banashankari,1800.0,3.0,125.0,3
625,Banashankari,1175.0,2.0,41.13,2
626,Banashankari,1750.0,2.0,89.0,3
627,Banashankari,1800.0,3.0,175.0,3
628,Banashankari,1450.0,2.0,50.75,2
629,Banashankari,1770.0,3.0,108.0,3
630,Banashankari,1800.0,3.0,125.0,3
631,Banashankari,1200.0,2.0,42.0,3
632,Banashankari,1420.0,3.0,66.0,3
633,Banashankari,1200.0,3.0,74.52,3
634,Banashankari,1100.0,2.0,63.0,2
635,Banashankari,1020.0,2.0,40.79,2
636,Banashankari,1260.0,2.0,75.0,2
637,Banashankari,1340.0,2.0,53.6,3
638,Banashankari,1426.0,3.0,85.0,3
639,Banashankari Stage II,1700.0,2.0,150.0,2
640,Banashankari Stage II,1200.0,2.0,150.0,4
641,Banashankari Stage II,1500.0,2.0,120.0,3
642,Banashankari Stage II,2400.0,3.0,510.0,5
643,Banashankari Stage II,1240.0,2.0,59.52,3
644,Banashankari Stage II,1250.0,2.0,110.0,2
645,Banashankari Stage II,1260.0,2.0,95.0,3
646,Banashankari Stage II,2400.0,2.0,300.0,3
647,Banashankari Stage II,1400.0,2.0,100.0,2
648,Banashankari Stage II,2800.0,3.0,425.0,5
649,Banashankari Stage II,3000.0,3.0,450.0,3
650,Banashankari Stage II,1200.0,2.0,198.0,3
651,Banashankari Stage II,1245.0,2.0,125.0,2
652,Banashankari Stage III,1305.0,2.0,58.7,3
653,Banashankari Stage III,1145.0,2.0,58.4,2
654,Banashankari Stage III,1650.0,3.0,118.0,3
655,Banashankari Stage III,2400.0,4.0,240.0,4
656,Banashankari Stage III,1350.0,2.0,68.0,3
657,Banashankari Stage III,2000.0,4.0,100.0,4
658,Banashankari Stage III,1305.0,2.0,59.0,3
659,Banashankari Stage III,1305.0,2.0,60.0,3
660,Banashankari Stage III,1200.0,2.0,42.0,2
661,Banashankari Stage III,1305.0,2.0,59.0,3
662,Banashankari Stage III,1480.0,3.0,75.48,3
663,Banashankari Stage III,1305.0,2.0,59.0,3
664,Banashankari Stage III,1304.0,2.0,111.0,2
665,Banashankari Stage III,3000.0,6.0,150.0,6
666,Banashankari Stage III,1085.0,2.0,50.0,2
667,Banashankari Stage III,1500.0,2.0,100.0,3
668,Banashankari Stage III,2100.0,3.0,147.0,4
669,Banashankari Stage III,1420.0,2.0,95.0,3
670,Banashankari Stage V,1300.0,2.0,58.5,3
671,Banashankari Stage V,1305.0,2.0,49.0,3
672,Banashankari Stage V,1035.0,2.0,35.77,2
673,Banashankari Stage V,1355.0,2.0,61.0,3
674,Banashankari Stage V,1510.0,3.0,47.57,3
675,Banashankari Stage V,1650.0,3.0,51.98,3
676,Banashankari Stage V,1630.0,3.0,51.35,3
677,Banashankari Stage V,1510.0,3.0,47.57,3
678,Banashankari Stage V,1315.0,2.0,49.0,3
679,Banashankari Stage V,1540.0,3.0,48.51,3
680,Banashankari Stage V,920.0,2.0,41.5,2
681,Banashankari Stage VI,1177.0,2.0,59.935,2
682,Banashankari Stage VI,4800.0,4.0,190.0,4
683,Banashankari Stage VI,2800.0,4.0,89.0,4
684,Banashankari Stage VI,2200.0,4.0,195.0,4
685,Banashankari Stage VI,1160.0,2.0,59.0,2
686,Banashankari Stage VI,1180.0,2.0,59.47,2
687,Banashankari Stage VI,1423.0,2.0,71.73,3
688,Banashankari Stage VI,1392.0,3.0,69.46,3
689,Banashankari Stage VI,1410.0,2.0,70.385,3
690,Banashankari Stage VI,4800.0,3.0,200.0,4
691,Banjara Layout,1200.0,2.0,70.0,2
692,Banjara Layout,1050.0,2.0,64.8,2
693,Banjara Layout,753.0,3.0,59.5,2
694,Banjara Layout,2500.0,4.0,140.0,3
695,Bannerghatta,3012.0,6.0,250.0,4
696,Bannerghatta,1665.0,3.0,110.0,3
697,Bannerghatta,2370.0,4.0,195.0,3
698,Bannerghatta,1100.0,2.0,66.0,2
699,Bannerghatta,2895.0,2.0,246.0,4
700,Bannerghatta,1113.0,2.0,70.0,2
701,Bannerghatta,1200.0,2.0,73.2,2
702,Bannerghatta,1070.0,2.0,87.0,2
703,Bannerghatta,1776.0,3.0,124.0,3
704,Bannerghatta,1776.0,3.0,150.0,3
705,Bannerghatta Road,500.0,1.0,18.5,1
706,Bannerghatta Road,1050.0,2.0,65.0,2
707,Bannerghatta Road,1170.0,2.0,66.0,3
708,Bannerghatta Road,595.0,1.0,33.32,1
709,Bannerghatta Road,1445.0,3.0,95.0,3
710,Bannerghatta Road,1640.0,2.0,120.0,3
711,Bannerghatta Road,1380.0,3.0,58.0,4
712,Bannerghatta Road,1460.0,2.0,90.0,3
713,Bannerghatta Road,1556.0,2.0,59.13,3
714,Bannerghatta Road,1179.0,2.0,66.02,2
715,Bannerghatta Road,1122.0,2.0,58.935,2
716,Bannerghatta Road,793.0,2.0,45.0,2
717,Bannerghatta Road,1484.0,3.0,52.5,3
718,Bannerghatta Road,1400.0,2.0,78.0,2
719,Bannerghatta Road,2700.0,5.0,158.0,5
720,Bannerghatta Road,1215.0,2.0,50.0,2
721,Bannerghatta Road,1654.0,3.0,100.0,3
722,Bannerghatta Road,1181.0,2.0,55.0,2
723,Bannerghatta Road,1460.0,2.0,72.0,3
724,Bannerghatta Road,1200.0,2.0,75.0,2
725,Bannerghatta Road,1760.0,3.0,67.0,3
726,Bannerghatta Road,595.0,1.0,31.83,1
727,Bannerghatta Road,1105.0,2.0,51.0,2
728,Bannerghatta Road,1255.0,2.0,65.26,2
729,Bannerghatta Road,1550.0,3.0,78.0,3
730,Bannerghatta Road,1550.0,3.0,82.0,3
731,Bannerghatta Road,1550.0,2.0,75.0,3
732,Bannerghatta Road,1650.0,3.0,122.0,3
733,Bannerghatta Road,912.0,2.0,55.0,2
734,Bannerghatta Road,1218.0,2.0,73.0,2
735,Bannerghatta Road,1427.0,2.0,48.51,3
736,Bannerghatta Road,1115.0,2.0,65.12,2
737,Bannerghatta Road,1344.0,2.0,42.0,3
738,Bannerghatta Road,1893.0,3.0,100.0,3
739,Bannerghatta Road,1600.0,3.0,95.0,3
740,Bannerghatta Road,1275.0,2.0,65.0,2
741,Bannerghatta Road,892.0,2.0,39.0,2
742,Bannerghatta Road,1880.0,3.0,95.0,3
743,Bannerghatta Road,1260.0,2.0,70.0,2
744,Bannerghatta Road,1788.0,3.0,90.0,3
745,Bannerghatta Road,1157.0,2.0,40.0,2
746,Bannerghatta Road,1150.0,2.0,65.0,2
747,Bannerghatta Road,10000.0,4.0,450.0,4
748,Bannerghatta Road,1100.0,2.0,39.0,2
749,Bannerghatta Road,1400.0,3.0,68.0,3
750,Bannerghatta Road,1725.0,3.0,110.0,3
751,Bannerghatta Road,1850.0,6.0,150.0,6
752,Bannerghatta Road,9000.0,4.0,390.0,3
753,Bannerghatta Road,950.0,2.0,38.0,2
754,Bannerghatta Road,1220.0,2.0,80.0,2
755,Bannerghatta Road,1130.0,2.0,78.0,2
756,Bannerghatta Road,1350.0,2.0,51.0,3
757,Bannerghatta Road,1486.0,3.0,83.22,3
758,Bannerghatta Road,1460.0,2.0,75.0,3
759,Bannerghatta Road,1015.0,2.0,48.0,2
760,Bannerghatta Road,1115.0,2.0,61.0,2
761,Bannerghatta Road,1136.0,2.0,48.0,2
762,Bannerghatta Road,2700.0,4.0,260.0,4
763,Bannerghatta Road,1200.0,2.0,69.0,3
764,Bannerghatta Road,1465.0,2.0,76.0,3
765,Bannerghatta Road,1302.0,2.0,67.73,2
766,Bannerghatta Road,1200.0,2.0,65.0,2
767,Bannerghatta Road,1240.0,2.0,65.0,2
768,Bannerghatta Road,1476.0,3.0,125.0,3
769,Bannerghatta Road,1100.0,2.0,52.0,3
770,Bannerghatta Road,1532.0,3.0,84.29,3
771,Bannerghatta Road,1465.0,2.0,45.87,3
772,Bannerghatta Road,1268.0,2.0,69.0,2
773,Bannerghatta Road,1450.0,2.0,87.0,3
774,Bannerghatta Road,2932.0,5.0,195.0,4
775,Bannerghatta Road,1450.0,3.0,44.0,3
776,Bannerghatta Road,1625.0,2.0,75.0,3
777,Bannerghatta Road,960.0,2.0,58.0,2
778,Bannerghatta Road,1750.0,3.0,130.0,3
779,Bannerghatta Road,1275.0,2.0,73.0,2
780,Bannerghatta Road,1430.0,3.0,59.0,3
781,Bannerghatta Road,1240.0,2.0,71.0,2
782,Bannerghatta Road,1305.0,2.0,60.0,3
783,Bannerghatta Road,1215.0,2.0,68.0,2
784,Bannerghatta Road,1215.0,2.0,68.0,2
785,Bannerghatta Road,1894.0,3.0,115.0,3
786,Bannerghatta Road,1655.0,2.0,62.89,3
787,Bannerghatta Road,1693.0,3.0,89.0,3
788,Bannerghatta Road,1280.0,2.0,60.16,2
789,Bannerghatta Road,3230.0,5.0,165.0,4
790,Bannerghatta Road,630.0,1.0,35.0,1
791,Bannerghatta Road,1215.0,2.0,68.0,2
792,Bannerghatta Road,1365.0,3.0,76.18,3
793,Bannerghatta Road,1115.0,2.0,78.0,2
794,Bannerghatta Road,1532.0,3.0,79.465,3
795,Bannerghatta Road,1535.0,3.0,60.0,3
796,Bannerghatta Road,1655.0,3.0,90.0,3
797,Bannerghatta Road,1247.0,2.0,47.39,2
798,Bannerghatta Road,1237.0,2.0,49.49,2
799,Bannerghatta Road,1650.0,3.0,94.0,3
800,Bannerghatta Road,905.0,2.0,65.0,2
801,Bannerghatta Road,1000.0,2.0,50.0,2
802,Bannerghatta Road,2185.0,3.0,120.0,4
803,Bannerghatta Road,1012.0,2.0,45.0,2
804,Bannerghatta Road,1725.0,3.0,85.0,3
805,Bannerghatta Road,1460.0,2.0,80.0,3
806,Bannerghatta Road,1340.0,2.0,85.0,2
807,Bannerghatta Road,1711.0,3.0,125.0,3
808,Bannerghatta Road,1520.0,2.0,81.0,3
809,Bannerghatta Road,2826.0,3.0,148.0,3
810,Bannerghatta Road,1115.0,2.0,61.0,2
811,Bannerghatta Road,1154.0,2.0,47.0,2
812,Bannerghatta Road,1000.0,2.0,44.5,2
813,Bannerghatta Road,1250.0,2.0,48.0,2
814,Bannerghatta Road,1640.0,3.0,105.0,3
815,Bannerghatta Road,1656.0,2.0,62.93,3
816,Bannerghatta Road,1012.0,2.0,44.0,2
817,Bannerghatta Road,1527.0,3.0,115.0,3
818,Bannerghatta Road,1660.0,3.0,85.0,3
819,Bannerghatta Road,1880.0,3.0,96.5,3
820,Bannerghatta Road,1550.0,3.0,96.0,3
821,Bannerghatta Road,1200.0,2.0,78.0,2
822,Bannerghatta Road,1885.0,3.0,125.0,3
823,Bannerghatta Road,1453.0,2.0,73.0,3
824,Bannerghatta Road,1450.0,2.0,78.0,3
825,Bannerghatta Road,700.0,1.0,31.2,1
826,Bannerghatta Road,1630.0,3.0,68.0,3
827,Bannerghatta Road,1400.0,3.0,69.0,3
828,Bannerghatta Road,905.0,2.0,58.0,2
829,Bannerghatta Road,1465.0,2.0,75.0,3
830,Bannerghatta Road,1920.0,3.0,122.0,3
831,Bannerghatta Road,2400.0,4.0,180.0,4
832,Bannerghatta Road,1660.0,3.0,80.0,3
833,Bannerghatta Road,1270.0,2.0,45.0,2
834,Bannerghatta Road,1520.0,2.0,80.0,3
835,Bannerghatta Road,1270.0,2.0,73.0,3
836,Bannerghatta Road,1846.0,3.0,120.0,3
837,Bannerghatta Road,3000.0,4.0,140.0,4
838,Bannerghatta Road,1122.0,2.0,61.74,2
839,Bannerghatta Road,1655.0,3.0,95.0,3
840,Bannerghatta Road,1206.0,2.0,53.0,2
841,Bannerghatta Road,1150.0,2.0,55.0,2
842,Bannerghatta Road,1215.0,2.0,65.0,2
843,Bannerghatta Road,1510.0,2.0,110.0,3
844,Bannerghatta Road,1022.0,2.0,35.0,2
845,Bannerghatta Road,1246.0,2.0,47.35,2
846,Bannerghatta Road,1470.0,2.0,85.0,3
847,Bannerghatta Road,1160.0,2.0,45.0,2
848,Bannerghatta Road,970.0,2.0,57.0,2
849,Bannerghatta Road,1527.0,3.0,142.0,3
850,Basavangudi,1500.0,2.0,143.0,3
851,Basavangudi,1850.0,3.0,168.0,3
852,Basavangudi,1036.0,2.0,105.0,2
853,Basavangudi,2600.0,4.0,260.0,4
854,Basavangudi,1600.0,2.0,160.0,3
855,Basavangudi,1560.0,2.0,145.0,2
856,Basavangudi,1825.0,3.0,175.0,3
857,Basavangudi,1800.0,3.0,195.0,3
858,Basavangudi,1100.0,2.0,93.0,2
859,Basavangudi,1542.14,3.0,120.0,3
860,Basavangudi,1050.0,2.0,103.0,2
861,Basavangudi,1350.0,2.0,130.0,3
862,Basavangudi,1485.0,3.0,140.0,3
863,Basavangudi,1180.0,2.0,124.0,2
864,Basavangudi,1600.0,3.0,130.0,3
865,Basavangudi,1200.0,2.0,120.0,2
866,Basavangudi,1850.0,3.0,150.0,3
867,Basavangudi,2453.0,3.0,250.0,4
868,Basaveshwara Nagar,4500.0,5.0,415.0,5
869,Basaveshwara Nagar,1865.0,3.0,145.0,3
870,Basaveshwara Nagar,1200.0,2.0,90.0,2
871,Basaveshwara Nagar,2400.0,4.0,310.0,5
872,Basaveshwara Nagar,1200.0,2.0,80.0,2
873,Basaveshwara Nagar,900.0,2.0,60.0,2
874,Basaveshwara Nagar,1900.0,3.0,150.0,3
875,Basaveshwara Nagar,1200.0,2.0,85.0,2
876,Basaveshwara Nagar,1200.0,2.0,70.0,2
877,Battarahalli,1200.0,2.0,65.0,2
878,Battarahalli,1779.0,3.0,89.61,3
879,Battarahalli,1300.0,2.0,50.0,2
880,Battarahalli,1945.0,3.0,97.42,3
881,Battarahalli,1777.0,3.0,100.0,3
882,Battarahalli,1135.0,2.0,43.0,2
883,Battarahalli,1276.0,2.0,45.0,2
884,Battarahalli,1880.0,3.0,94.36,3
885,Battarahalli,1071.0,2.0,62.0,2
886,Battarahalli,1165.0,2.0,43.0,2
887,Battarahalli,1636.0,2.0,82.89,2
888,Battarahalli,1779.0,3.0,90.0,3
889,Battarahalli,1516.0,3.0,65.0,3
890,Battarahalli,1090.0,2.0,38.37,2
891,Battarahalli,2082.0,3.0,104.0,3
892,Battarahalli,2024.0,3.0,103.0,3
893,Battarahalli,1097.0,2.0,49.0,2
894,Begur,1664.0,4.0,65.0,4
895,Begur,1419.0,2.0,59.0,3
896,Begur,1580.0,3.0,75.0,3
897,Begur,1559.0,3.0,63.0,3
898,Begur,1445.0,2.0,47.1,3
899,Begur,1475.0,2.0,74.0,3
900,Begur,3500.0,4.0,185.0,3
901,Begur,1100.0,2.0,55.0,2
902,Begur,1306.0,2.0,65.0,2
903,Begur,1304.0,3.0,65.0,3
904,Begur,1411.0,2.0,60.0,3
905,Begur,815.0,2.0,40.0,2
906,Begur,1443.0,2.0,70.0,3
907,Begur Road,1200.0,2.0,44.0,2
908,Begur Road,1200.0,2.0,46.8,2
909,Begur Road,1160.0,2.0,44.0,2
910,Begur Road,1584.0,3.0,65.0,3
911,Begur Road,1500.0,2.0,54.0,3
912,Begur Road,1615.0,3.0,59.76,3
913,Begur Road,1200.0,2.0,43.2,2
914,Begur Road,1160.0,2.0,44.08,2
915,Begur Road,1200.0,2.0,45.0,2
916,Begur Road,1615.0,3.0,60.0,3
917,Begur Road,1410.0,2.0,53.0,3
918,Begur Road,1200.0,2.0,37.8,2
919,Begur Road,1160.0,2.0,40.59,2
920,Begur Road,1260.0,2.0,46.62,2
921,Begur Road,1600.0,3.0,58.14,3
922,Begur Road,1410.0,2.0,44.42,3
923,Begur Road,1500.0,2.0,70.0,3
924,Begur Road,1160.0,2.0,42.0,2
925,Begur Road,1240.0,2.0,39.06,2
926,Begur Road,1200.0,2.0,45.0,2
927,Begur Road,1500.0,2.0,55.0,3
928,Begur Road,1410.0,2.0,52.17,3
929,Begur Road,1615.0,3.0,58.0,3
930,Begur Road,1583.0,3.0,74.4,3
931,Begur Road,1170.0,2.0,46.0,2
932,Begur Road,1160.0,2.0,42.92,2
933,Begur Road,1410.0,2.0,52.17,3
934,Begur Road,1410.0,2.0,50.06,3
935,Begur Road,1565.0,2.0,59.76,3
936,Begur Road,1160.0,2.0,42.0,2
937,Begur Road,1400.0,2.0,50.06,3
938,Begur Road,1410.0,2.0,53.58,3
939,Begur Road,1200.0,2.0,45.0,2
940,Begur Road,1200.0,2.0,42.6,2
941,Begur Road,1160.0,2.0,42.0,2
942,Begur Road,1334.0,2.0,42.69,2
943,Begur Road,1565.0,2.0,57.91,3
944,Begur Road,1200.0,2.0,45.6,2
945,Begur Road,1215.0,2.0,43.13,2
946,Begur Road,1160.0,2.0,36.54,2
947,Begur Road,1615.0,3.0,50.87,3
948,Begur Road,1200.0,2.0,44.4,2
949,Begur Road,1565.0,2.0,49.3,3
950,Begur Road,1260.0,2.0,39.69,2
951,Begur Road,2464.0,6.0,118.0,4
952,Begur Road,1160.0,2.0,44.0,2
953,Begur Road,1410.0,2.0,49.34,3
954,Begur Road,952.0,2.0,42.0,2
955,Begur Road,1565.0,2.0,56.34,3
956,Begur Road,1565.0,2.0,56.0,3
957,Begur Road,1200.0,2.0,42.0,2
958,Begur Road,1240.0,2.0,45.88,2
959,Begur Road,1200.0,3.0,50.0,3
960,Begur Road,1410.0,2.0,44.42,3
961,Begur Road,1200.0,2.0,44.0,2
962,Begur Road,1500.0,2.0,47.25,3
963,Begur Road,1100.0,2.0,42.6,2
964,Begur Road,1565.0,2.0,57.91,3
965,Begur Road,1200.0,2.0,44.4,2
966,Begur Road,1160.0,2.0,36.54,2
967,Begur Road,1215.0,2.0,43.75,2
968,Begur Road,1200.0,2.0,44.73,2
969,Begur Road,1160.0,2.0,42.0,2
970,Begur Road,1410.0,2.0,54.99,3
971,Bellandur,1767.0,3.0,103.0,3
972,Bellandur,1205.0,2.0,66.0,2
973,Bellandur,1250.0,2.0,76.0,2
974,Bellandur,1000.0,2.0,50.0,2
975,Bellandur,1281.0,2.0,74.0,2
976,Bellandur,921.0,2.0,40.0,2
977,Bellandur,2025.0,4.0,109.0,4
978,Bellandur,1490.0,2.0,98.0,3
979,Bellandur,1398.0,3.0,68.0,3
980,Bellandur,2039.0,3.0,168.0,3
981,Bellandur,1605.0,3.0,85.0,3
982,Bellandur,1692.0,3.0,88.0,3
983,Bellandur,1220.0,2.0,60.0,2
984,Bellandur,1299.0,2.0,82.0,2
985,Bellandur,900.0,2.0,56.0,2
986,Bellandur,1350.0,2.0,79.0,2
987,Bellandur,1286.0,2.0,57.0,2
988,Bellandur,3016.0,4.0,230.0,4
989,Bellandur,1457.0,2.0,85.0,2
990,Bellandur,1195.0,2.0,51.0,2
991,Bellandur,1050.0,2.0,72.0,2
992,Bellandur,3600.0,4.0,260.0,4
993,Bellandur,1310.0,2.0,72.0,2
994,Bellandur,924.0,2.0,35.11,2
995,Bellandur,1785.0,3.0,118.0,3
996,Bellandur,1051.0,2.0,60.0,2
997,Bellandur,1450.0,3.0,68.0,3
998,Bellandur,1060.0,2.0,65.0,2
999,Bellandur,1100.0,2.0,62.0,2
1000,Bellandur,1550.0,2.0,59.0,2
1001,Bellandur,924.0,2.0,35.11,2
1002,Bellandur,1400.0,2.0,44.81,3
1003,Bellandur,1685.0,3.0,100.0,3
1004,Bellandur,982.0,2.0,55.0,2
1005,Bellandur,981.0,2.0,37.28,2
1006,Bellandur,1205.0,2.0,59.0,2
1007,Bellandur,1063.0,2.0,58.0,2
1008,Bellandur,1201.0,2.0,59.99,2
1009,Bellandur,1325.0,2.0,65.0,2
1010,Bellandur,1281.0,2.0,87.0,2
1011,Bellandur,2000.0,3.0,85.0,3
1012,Bellandur,1200.0,2.0,52.0,2
1013,Bellandur,1785.0,3.0,120.0,3
1014,Bellandur,1088.0,2.0,48.0,2
1015,Bellandur,1310.0,2.0,85.0,2
1016,Bellandur,982.0,2.0,37.28,2
1017,Bellandur,1465.0,3.0,90.0,2
1018,Bellandur,1767.0,3.0,109.0,3
1019,Bellandur,924.0,2.0,35.11,2
1020,Bellandur,3600.0,4.0,245.0,4
1021,Bellandur,1170.0,2.0,46.79,2
1022,Bellandur,1150.0,2.0,69.44,2
1023,Bellandur,1200.0,2.0,45.0,2
1024,Bellandur,1830.0,3.0,90.0,3
1025,Bellandur,1410.0,3.0,92.0,2
1026,Bellandur,950.0,2.0,35.0,2
1027,Bellandur,1015.0,2.0,60.0,2
1028,Bellandur,2500.0,4.0,112.0,3
1029,Bellandur,1685.0,3.0,101.0,3
1030,Bellandur,1735.0,3.0,105.0,3
1031,Bellandur,1685.0,3.0,115.0,3
1032,Bellandur,1846.0,3.0,135.0,3
1033,Bellandur,1049.0,2.0,51.0,2
1034,Bellandur,1350.0,2.0,63.0,3
1035,Bellandur,1211.0,2.0,63.0,2
1036,Bellandur,1717.0,3.0,110.0,3
1037,Bellandur,1420.0,3.0,62.0,3
1038,Bellandur,1185.0,2.0,47.39,2
1039,Bellandur,1200.0,2.0,62.0,2
1040,Bellandur,1767.0,3.0,89.0,3
1041,Bellandur,1830.0,3.0,89.0,3
1042,Bellandur,2400.0,3.0,115.0,3
1043,Bellandur,1251.0,2.0,47.0,2
1044,Bellandur,1665.0,3.0,85.0,3
1045,Bellandur,960.0,2.0,48.0,2
1046,Bellandur,1690.0,2.0,116.0,3
1047,Bellandur,950.0,1.0,40.0,1
1048,Bellandur,850.0,2.0,45.0,2
1049,Bellandur,1454.0,2.0,90.0,2
1050,Bellandur,1830.0,3.0,91.86,3
1051,Bellandur,1195.0,2.0,52.0,2
1052,Bellandur,1435.0,2.0,115.0,3
1053,Bellandur,1830.0,3.0,89.89,3
1054,Bellandur,1260.0,2.0,83.5,2
1055,Bellandur,1535.0,3.0,90.0,3
1056,Bellandur,1047.0,2.0,75.0,2
1057,Bellandur,1096.0,2.0,40.0,2
1058,Bellandur,1262.0,2.0,47.0,2
1059,Benson Town,3200.0,4.0,350.0,3
1060,Benson Town,4460.0,5.0,650.0,4
1061,Benson Town,2850.0,4.0,470.0,3
1062,Benson Town,1300.0,2.0,120.0,2
1063,Benson Town,1567.0,3.0,140.0,2
1064,Benson Town,3633.0,6.0,550.0,4
1065,Benson Town,1688.12,2.0,270.0,2
1066,Benson Town,1805.0,3.0,280.0,3
1067,Benson Town,1688.0,2.0,280.0,2
1068,Bharathi Nagar,1322.0,2.0,68.0,2
1069,Bharathi Nagar,1351.0,2.0,70.0,2
1070,Bharathi Nagar,1384.0,2.0,59.0,2
1071,Bharathi Nagar,1351.0,2.0,74.0,2
1072,Bharathi Nagar,1432.0,2.0,68.0,2
1073,Bharathi Nagar,1664.0,3.0,69.89,3
1074,Bharathi Nagar,1349.0,2.0,56.7,2
1075,Bharathi Nagar,1328.0,2.0,69.0,2
1076,Bharathi Nagar,1300.0,2.0,55.86,2
1077,Bhoganhalli,1670.0,3.0,99.0,3
1078,Bhoganhalli,2119.0,4.0,111.0,4
1079,Bhoganhalli,1718.0,3.0,90.2,3
1080,Bhoganhalli,1444.0,2.0,75.97,2
1081,Bhoganhalli,1447.0,2.0,75.97,2
1082,Bhoganhalli,1700.0,3.0,126.0,3
1083,Bhoganhalli,1447.0,2.0,75.97,2
1084,Bhoganhalli,2072.0,2.0,111.0,4
1085,Bhoganhalli,1610.0,3.0,84.53,3
1086,Bhoganhalli,1974.0,4.0,106.0,4
1087,Bhoganhalli,2171.0,4.0,111.0,4
1088,Bhoganhalli,1760.0,3.0,127.0,3
1089,Bhoganhalli,2119.0,4.0,111.0,4
1090,Bhoganhalli,1447.0,2.0,75.97,2
